__tests__\features\projects\hooks\useChat.test.ts | 8:51|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectData.test.ts | 52:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectData.test.ts | 57:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectData.test.ts | 58:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectData.test.ts | 65:29|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectData.test.ts | 68:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectData.test.ts | 72:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectData.test.ts | 81:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectData.test.ts | 83:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectData.test.ts | 94:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectData.test.ts | 103:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectData.test.ts | 111:51|error|Async arrow function has no 'await' expression|@typescript-eslint/require-await
__tests__\features\projects\hooks\useProjectDetails.test.ts | 12:19|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectDetails.test.ts | 12:19|error|Unsafe type assertion: type 'ProjectState' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useProjectDetails.test.ts | 12:19|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectDetails.test.ts | 15:6|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useProjectLoading.test.ts | 4:31|error|Arrow function has too many lines (56). Maximum allowed is 50|max-lines-per-function
__tests__\features\projects\hooks\useProjectOperations.test.ts | 58:19|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectOperations.test.ts | 58:19|error|Unsafe type assertion: type 'ProjectState' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useProjectOperations.test.ts | 58:19|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectOperations.test.ts | 61:6|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useProjectOperations.test.ts | 67:10|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectOperations.test.ts | 96:21|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectOperations.test.ts | 96:21|error|Unsafe type assertion: type 'ProjectState' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useProjectOperations.test.ts | 96:21|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectOperations.test.ts | 96:65|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useProjectOperations.test.ts | 127:16|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectOperations.test.ts | 127:16|error|Unsafe type assertion: type 'SyntheticEvent<Element, Event>' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useProjectOperations.test.ts | 127:16|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectOperations.test.ts | 127:38|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useProjectState.test.ts | 20:19|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectState.test.ts | 20:19|error|Unsafe type assertion: type 'ProjectState' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useProjectState.test.ts | 20:19|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectState.test.ts | 20:69|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useProjectState.test.ts | 22:29|error|Arrow function has too many lines (84). Maximum allowed is 50|max-lines-per-function
__tests__\features\projects\hooks\useProjectState.test.ts | 37:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 38:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectState.test.ts | 43:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 44:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectState.test.ts | 51:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 53:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectState.test.ts | 61:29|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectState.test.ts | 64:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 65:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectState.test.ts | 67:22|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectState.test.ts | 67:22|error|Unsafe type assertion: type 'ProjectState' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useProjectState.test.ts | 67:22|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProjectState.test.ts | 67:59|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useProjectState.test.ts | 71:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 73:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectState.test.ts | 90:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 97:12|error|A method that is not declared with `this: void` may cause unintentional scoping of `this` when separated from its object.
__tests__\features\projects\hooks\useProjectState.test.ts | 107:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 119:69|error|Unexpected empty arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjectState.test.ts | 123:27|error|Unexpected empty async arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProjects.test.ts | 23:25|error|Arrow function has too many lines (65). Maximum allowed is 50|max-lines-per-function
__tests__\features\projects\hooks\useProjects.test.ts | 47:69|error|Unexpected empty arrow function|@typescript-eslint/no-empty-function
__tests__\features\projects\hooks\useProposal.test.ts | 40:16|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProposal.test.ts | 40:16|error|Unsafe type assertion: type 'EventSource' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useProposal.test.ts | 40:16|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useProposal.test.ts | 40:40|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useProposal.test.ts | 46:25|error|Arrow function has too many lines (65). Maximum allowed is 50|max-lines-per-function
__tests__\features\projects\hooks\useSidePanelState.test.ts | 5:31|error|Arrow function has too many lines (71). Maximum allowed is 50|max-lines-per-function
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 7:24|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 7:24|error|Unsafe type assertion: type 'NavigateFunction' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 7:24|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 7:35|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 46:17|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 46:17|error|Unsafe type assertion: type 'NavigateFunction' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 46:17|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 46:28|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 59:17|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 59:17|error|Unsafe type assertion: type 'NavigateFunction' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 59:17|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
__tests__\features\projects\hooks\useUnifiedNavigation.test.ts | 59:28|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
__tests__\features\projects\hooks\useWorkspaceTabs.test.ts | 22:30|error|Arrow function has too many lines (101). Maximum allowed is 50|max-lines-per-function
__tests__\hooks\useDebounce.test.ts | 5:25|error|Arrow function has too many lines (53). Maximum allowed is 50|max-lines-per-function
__tests__\hooks\useToast.test.ts | 5:22|error|Arrow function has too many lines (51). Maximum allowed is 50|max-lines-per-function
components\agent\AgentChatWorkspace.tsx | 12:62|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
components\ingestion\wizard\useKBWizardForm.helpers.ts | 36:36|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
components\ingestion\wizard\useKBWizardForm.helpers.ts | 69:46|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
components\ingestion\wizard\useKBWizardForm.helpers.ts | 74:54|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
components\ingestion\wizard\useKBWizardForm.helpers.ts | 75:42|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
contexts\ToastContext.tsx | 34:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\components\deliverables\CostBreakdown.tsx | 52:60|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
features\projects\components\deliverables\CostBreakdownParts.tsx | 199:45|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
features\projects\components\deliverables\DiagramGallery.tsx | 333:1|error|File has too many lines (324). Maximum allowed is 300|max-lines
features\projects\components\deliverables\IacViewer.tsx | 12:60|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
features\projects\components\unified\LeftContextPanel\DocumentsTab.tsx | 27:1|error|Function 'useDocumentsTabDerivedState' has a complexity of 12. Maximum allowed is 10|complexity
features\projects\components\unified\workspace\WafChecklistView.tsx | 80:46|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
features\projects\components\unified\workspace\WafChecklistView.tsx | 107:68|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
features\projects\components\workspace\MessageBubble.tsx | 17:1|error|Function 'MessageBubbleInner' has a complexity of 14. Maximum allowed is 10|complexity
features\projects\components\workspace\MessageBubble.tsx | 52:25|warning|Do not use Array index in keys|react/no-array-index-key
features\projects\components\workspace\MessageBubble.tsx | 52:28|error|Unnecessary conditional, expected left-hand side of `??` operator to be possibly null or undefined|@typescript-eslint/no-unnecessary-condition
features\projects\hooks\chat-messaging-send-utils.ts | 96:1|error|Async function 'sendMessageRequest' has too many lines (84). Maximum allowed is 50|max-lines-per-function
features\projects\hooks\chat-messaging-send-utils.ts | 215:1|error|File has too many lines (250). Maximum allowed is 200|max-lines
features\projects\hooks\useInputAnalysisWorkflow.ts | 76:38|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
features\projects\hooks\useInputAnalysisWorkflow.ts | 82:47|error|Returning a void expression from an arrow function shorthand is forbidden. Please add braces to the arrow function|@typescript-eslint/no-confusing-void-expression
features\projects\hooks\useInputAnalysisWorkflow.ts | 83:63|error|Returning a void expression from an arrow function shorthand is forbidden. Please add braces to the arrow function|@typescript-eslint/no-confusing-void-expression
features\projects\hooks\useInputAnalysisWorkflow.ts | 84:60|error|Returning a void expression from an arrow function shorthand is forbidden. Please add braces to the arrow function|@typescript-eslint/no-confusing-void-expression
features\projects\hooks\useInputAnalysisWorkflow.ts | 85:49|error|Returning a void expression from an arrow function shorthand is forbidden. Please add braces to the arrow function|@typescript-eslint/no-confusing-void-expression
features\projects\hooks\useInputAnalysisWorkflow.ts | 86:74|error|Returning a void expression from an arrow function shorthand is forbidden. Please add braces to the arrow function|@typescript-eslint/no-confusing-void-expression
features\projects\hooks\useInputAnalysisWorkflow.ts | 87:62|error|Returning a void expression from an arrow function shorthand is forbidden. Please add braces to the arrow function|@typescript-eslint/no-confusing-void-expression
features\projects\hooks\useInputAnalysisWorkflow.ts | 88:50|error|Returning a void expression from an arrow function shorthand is forbidden. Please add braces to the arrow function|@typescript-eslint/no-confusing-void-expression
features\projects\hooks\useProjectOperations.ts | 75:8|error|Function 'useProjectOperations' has too many lines (53). Maximum allowed is 50|max-lines-per-function
features\projects\hooks\useWorkspaceTabs.ts | 8:36|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
features\projects\pages\workspaceHelpers.tsx | 3:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHelpers.tsx | 14:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHelpers.tsx | 25:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHelpers.tsx | 36:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHelpers.tsx | 47:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHelpers.tsx | 58:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHelpers.tsx | 69:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHelpers.tsx | 91:17|warning|Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components|react-refresh/only-export-components
features\projects\pages\workspaceHooks.ts | 49:8|error|Function 'useRouteIntentHandlers' has too many lines (58). Maximum allowed is 50|max-lines-per-function
hooks\useCallbackRef.ts | 7:22|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
hooks\useDebounce.ts | 12:56|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
hooks\useKBJobs.ts | 18:36|error|This value can be trivially inferred for this type parameter, so it can be omitted|@typescript-eslint/no-unnecessary-type-arguments
hooks\useModelSelector.ts | 48:8|error|Function 'useModelSelector' has too many lines (229). Maximum allowed is 50|max-lines-per-function
hooks\useModelSelector.ts | 221:1|error|File has too many lines (267). Maximum allowed is 200|max-lines
services\chatService.test.ts | 33:24|error|Object Literal Property name `Content-Type` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 7:12|error|Type Property name `action_input` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 12:12|error|Type Property name `message_start` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 18:12|error|Type Property name `tool_start` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 20:14|error|Type Property name `tool_input` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 20:26|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\chatService.ts | 22:12|error|Type Property name `tool_result` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 24:14|error|Type Property name `tool_call_id` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 31:14|error|Type Property name `project_state` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 32:14|error|Type Property name `reasoning_steps` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 53:20|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 53:20|error|Unsafe assertion from `any` detected: consider using type guards or a safer assertion|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 63:1|error|Function 'dispatchStreamEvent' has a complexity of 20. Maximum allowed is 10|complexity
services\chatService.ts | 68:15|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\chatService.ts | 75:11|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 75:11|error|Unsafe type assertion: type 'keyof StreamEventMap' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 77:35|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 77:35|error|Unsafe type assertion: type '{ readonly role: "assistant"; }' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 80:28|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 80:28|error|Unsafe type assertion: type '{ readonly text: string; }' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 83:32|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 83:32|error|Unsafe type assertion: type '{ readonly tool: string; readonly tool_input: unknown; }' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 86:33|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 86:33|error|Unsafe type assertion: type '{ readonly tool: string; readonly tool_call_id?: string | undefined; readonly content: string; readonly status?: string | undefined; }' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 89:28|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 89:28|error|Unsafe type assertion: type '{ readonly error: string; }' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 92:23|error|Do not use 'as' assertions. Prefer precise types or type guards|no-restricted-syntax
services\chatService.ts | 92:23|error|Unsafe type assertion: type '{ readonly answer: string; readonly success: boolean; readonly project_state?: ProjectState | undefined; readonly reasoning_steps: readonly ReasoningStep[]; readonly error?: string | undefined; }' is more narrow than the original type|@typescript-eslint/no-unsafe-type-assertion
services\chatService.ts | 108:10|error|Unnecessary conditional, value is always truthy|@typescript-eslint/no-unnecessary-condition
services\chatService.ts | 137:1|error|Async function 'streamProjectChat' has too many lines (54). Maximum allowed is 50|max-lines-per-function
services\chatService.ts | 137:1|error|Async function 'streamProjectChat' has a complexity of 11. Maximum allowed is 10|complexity
services\chatService.ts | 145:7|error|Object Literal Property name `Content-Type` must match one of the following formats: camelCase|@typescript-eslint/naming-convention
services\chatService.ts | 163:10|error|Unnecessary conditional, value is always truthy|@typescript-eslint/no-unnecessary-condition
services\chatService.ts | 223:1|error|File has too many lines (217). Maximum allowed is 200|max-lines
services\checklistService.ts | 20:38|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\checklistService.ts | 21:42|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\checklistService.ts | 156:28|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\checklistService.ts | 157:28|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\checklistService.ts | 178:25|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\checklistService.ts | 192:25|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\projectService.ts | 6:47|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\settingsService.ts | 30:34|warning|Don't use `unknown` as a type. Avoid 'unknown' in internal code. Use domain types; reserve 'unknown' for external boundaries (I/O, JSON, external APIs)|@typescript-eslint/no-restricted-types
services\settingsService.ts | 63:18|error|An interface declaring no members is equivalent to its supertype|@typescript-eslint/no-empty-object-type
services\settingsService.ts | 80:3|error|Async method 'fetchLLMOptions' has too many lines (59). Maximum allowed is 50|max-lines-per-function
